,deaths,energy_used,kills,missiles_fired,points,run,status,tank,team
2470,3,240,0,5,-11,383,loser,purple,0
2471,3,120,5,24,29,383,loser,blue,1
2472,1,0,0,0,-5,382,loser,black,0
2473,1,160,5,43,50,382,winner,green,1
2474,2,0,0,0,-10,382,loser,purple,0
2475,4,540,3,25,5,382,loser,blue,1
2476,5,80,0,0,-25,381,loser,black,0
2477,2,200,7,42,50,381,winner,green,1
2478,3,0,0,1,-14,381,loser,purple,0
2479,3,200,7,37,48,381,loser,blue,1
2480,4,0,0,1,-18,380,loser,black,0
2481,0,0,1,20,13,380,loser,green,1
2482,2,320,0,0,-13,380,loser,purple,0
2483,0,20,5,30,50,380,winner,blue,1
2484,4,0,0,1,-18,379,loser,black,0
2485,1,80,4,18,27,379,loser,green,1
2486,5,120,1,0,-19,379,loser,purple,0
2487,1,0,6,36,50,379,winner,blue,1
2488,5,0,0,2,-21,378,loser,black,0
2489,1,160,5,29,42,378,loser,green,1
2490,4,160,0,1,-22,378,loser,purple,0
2491,0,280,5,42,50,378,winner,blue,1
2492,3,60,0,1,-16,377,loser,black,0
2493,1,80,5,30,50,377,winner,green,1
2494,1,20,0,2,-7,377,loser,purple,0
2495,1,20,1,10,3,377,loser,blue,1
2496,1,0,0,0,-5,376,loser,black,0
2497,1,40,6,28,51,376,winner,green,1
2498,7,0,1,5,-27,376,loser,purple,0
2499,1,60,3,15,24,376,loser,blue,1
2500,4,100,0,2,-23,375,loser,black,0
2501,0,100,3,25,36,375,loser,green,1
2502,4,140,0,0,-22,375,loser,purple,0
2503,0,80,5,35,50,375,winner,blue,1
2504,6,100,1,0,-26,374,loser,black,0
2505,1,60,3,22,30,374,loser,green,1
2506,2,60,1,1,-7,374,loser,purple,0
2507,2,40,6,36,50,374,winner,blue,1
2508,2,20,0,1,-9,373,loser,black,0
2509,2,160,3,15,16,373,loser,green,1
2510,4,200,0,1,-21,373,loser,purple,0
2511,0,0,5,28,51,373,winner,blue,1
2512,2,100,0,0,-14,372,loser,black,0
2513,1,380,5,40,51,372,winner,green,1
2514,5,180,0,0,-27,372,loser,purple,0
2515,1,100,4,45,41,372,loser,blue,1
2516,2,0,1,0,-7,371,loser,black,0
2517,0,20,4,22,35,371,loser,green,1
2518,7,100,0,0,-36,371,loser,purple,0
2519,2,0,6,37,51,371,winner,blue,1
2520,3,80,0,1,-15,370,loser,black,0
2521,1,0,6,33,52,370,winner,green,1
2522,2,60,0,0,-13,370,loser,purple,0
2523,5,20,5,22,20,370,loser,blue,1
2524,2,60,0,0,-10,369,loser,black,0
2525,2,140,7,36,50,369,winner,green,1
2526,5,40,0,1,-23,369,loser,purple,0
2527,3,40,5,33,30,369,loser,blue,1
2528,2,100,0,0,-12,368,loser,black,0
2529,2,80,1,9,2,368,loser,green,1
2530,3,0,0,2,-11,368,loser,purple,0
2531,0,0,6,31,54,368,winner,blue,1
2532,5,80,1,3,-15,367,loser,black,0
2533,1,20,3,25,30,367,loser,green,1
2534,4,140,1,1,-15,367,loser,purple,0
2535,3,80,8,38,54,367,winner,blue,1
2536,3,20,0,0,-15,366,loser,black,0
2537,0,0,4,28,39,366,loser,green,1
2538,6,180,0,0,-31,366,loser,purple,0
2539,1,40,6,25,50,366,winner,blue,1
2540,4,220,2,9,-5,365,loser,black,0
2541,4,0,4,9,10,365,loser,green,1
2542,3,240,1,5,-8,365,loser,purple,0
2543,2,0,7,28,50,365,winner,blue,1
2544,5,300,0,0,-27,364,loser,black,0
2545,0,160,4,43,43,364,loser,green,1
2546,5,340,1,7,-16,364,loser,purple,0
2547,2,20,7,38,53,364,winner,blue,1
2548,4,280,0,0,-25,363,loser,black,0
2549,2,0,3,26,17,363,loser,green,1
2550,1,20,0,0,-5,363,loser,purple,0
2551,1,0,5,41,50,363,winner,blue,1
2552,3,80,0,0,-15,362,loser,black,0
2553,1,40,2,9,13,362,loser,green,1
2554,3,40,0,0,-16,362,loser,purple,0
2555,1,100,6,36,51,362,winner,blue,1
2556,4,0,2,2,-6,361,loser,black,0
2557,3,200,4,21,16,361,loser,green,1
2558,3,60,0,0,-16,361,loser,purple,0
2559,3,60,7,33,52,361,winner,blue,1
2560,4,0,1,0,-14,360,loser,black,0
2561,1,180,6,34,54,360,winner,green,1
2562,6,40,0,1,-28,360,loser,purple,0
2563,2,160,6,31,36,360,loser,blue,1
2564,5,320,0,0,-25,359,loser,black,0
2565,1,0,4,22,29,359,loser,green,1
2566,5,20,1,0,-17,359,loser,purple,0
2567,0,240,6,32,50,359,winner,blue,1
2568,5,160,2,3,-13,358,loser,black,0
2569,3,60,5,33,35,358,loser,green,1
2570,4,240,2,4,-11,358,loser,purple,0
2571,1,40,5,30,50,358,winner,blue,1
2572,3,240,2,7,2,357,loser,black,0
2573,2,200,7,47,50,357,winner,green,1
2574,5,220,2,4,-9,357,loser,purple,0
2575,4,400,3,28,7,357,loser,blue,1
2576,2,40,1,0,-4,356,loser,black,0
2577,1,0,6,44,50,356,winner,green,1
2578,8,360,1,1,-34,356,loser,purple,0
2579,1,20,4,14,27,356,loser,blue,1
2580,4,120,0,1,-18,355,loser,black,0
2581,0,80,6,36,44,355,loser,green,1
2582,6,40,0,1,-29,355,loser,purple,0
2583,0,40,5,38,51,355,winner,blue,1
2584,4,100,0,0,-18,354,loser,black,0
2585,1,60,1,8,4,354,loser,green,1
2586,2,40,1,2,-5,354,loser,purple,0
2587,0,20,5,30,50,354,winner,blue,1
2588,8,160,0,0,-39,353,loser,black,0
2589,0,20,5,34,51,353,winner,green,1
2590,3,120,0,3,-9,353,loser,purple,0
2591,0,0,6,32,43,353,loser,blue,1
2592,3,0,0,0,-15,352,loser,black,0
2593,0,0,3,17,26,352,loser,green,1
2594,5,0,0,1,-25,352,loser,purple,0
2595,1,0,6,27,51,352,winner,blue,1
2596,3,60,0,0,-15,351,loser,black,0
2597,0,80,6,30,52,351,winner,green,1
2598,4,180,0,0,-18,351,loser,purple,0
2599,2,0,3,28,17,351,loser,blue,1
2600,6,80,0,0,-32,350,loser,black,0
2601,2,360,7,60,54,350,winner,green,1
2602,0,360,0,0,-1,350,loser,purple,0
2603,2,0,3,23,20,350,loser,blue,1
2604,5,0,0,0,-25,349,loser,black,0
2605,4,80,8,46,54,349,winner,green,1
2606,3,120,0,0,-15,349,loser,purple,0
2607,2,80,6,36,43,349,loser,blue,1
2608,5,160,1,1,-21,348,loser,black,0
2609,2,180,6,31,43,348,loser,green,1
2610,4,540,1,3,-17,348,loser,purple,0
2611,2,20,5,47,50,348,winner,blue,1
2612,2,140,1,0,-5,347,loser,black,0
2613,4,180,2,20,-4,347,loser,green,1
2614,2,20,0,0,-10,347,loser,purple,0
2615,2,100,7,28,50,347,winner,blue,1
2616,3,0,0,0,-15,346,loser,black,0
2617,0,20,6,36,54,346,winner,green,1
2618,1,0,0,0,-6,346,loser,purple,0
2619,3,20,1,10,-4,346,loser,blue,1
2620,4,20,0,2,-16,345,loser,black,0
2621,1,120,6,34,51,345,winner,green,1
2622,2,200,0,0,-10,345,loser,purple,0
2623,3,240,4,28,25,345,loser,blue,1
2624,3,160,0,1,-16,344,loser,black,0
2625,1,60,5,43,50,344,winner,green,1
2626,5,60,0,0,-27,344,loser,purple,0
2627,1,40,6,40,44,344,loser,blue,1
2628,1,0,0,0,-6,343,loser,black,0
2629,2,0,3,15,17,343,loser,green,1
2630,5,60,0,0,-25,343,loser,purple,0
2631,1,40,6,31,51,343,winner,blue,1
2632,0,200,0,0,0,342,loser,black,0
2633,2,0,7,32,50,342,winner,green,1
2634,7,240,0,0,-38,342,loser,purple,0
2635,3,0,5,32,33,342,loser,blue,1
2636,6,260,0,1,-26,341,loser,black,0
2637,2,0,5,42,39,341,loser,green,1
2638,3,120,1,3,-8,341,loser,purple,0
2639,2,20,7,39,50,341,winner,blue,1
2640,5,160,0,0,-26,340,loser,black,0
2641,2,60,6,30,44,340,loser,green,1
2642,4,80,0,1,-19,340,loser,purple,0
2643,2,40,7,35,51,340,winner,blue,1
2644,5,300,0,7,-19,339,loser,black,0
2645,0,100,3,18,27,339,loser,green,1
2646,4,80,0,0,-21,339,loser,purple,0
2647,0,140,6,42,52,339,winner,blue,1
2648,7,120,0,0,-37,338,loser,black,0
2649,2,500,6,27,42,338,loser,green,1
2650,2,20,0,1,-6,338,loser,purple,0
2651,1,0,6,45,51,338,winner,blue,1
2652,5,60,3,2,-5,337,loser,black,0
2653,3,20,7,37,50,337,winner,green,1
2654,8,200,4,2,-20,337,loser,purple,0
2655,5,0,7,45,36,337,loser,blue,1
2656,0,0,0,0,0,336,loser,black,0
2657,1,0,6,31,53,336,winner,green,1
2658,7,200,1,3,-31,336,loser,purple,0
2659,1,0,2,15,16,336,loser,blue,1
2660,3,120,0,3,-9,335,loser,black,0
2661,1,20,6,35,51,335,winner,green,1
2662,2,0,0,2,-10,335,loser,purple,0
2663,2,80,2,19,4,335,loser,blue,1
2664,3,60,0,1,-13,334,loser,black,0
2665,1,0,6,31,50,334,winner,green,1
2666,4,280,0,0,-21,334,loser,purple,0
2667,1,20,3,17,23,334,loser,blue,1
2668,5,100,0,2,-21,333,loser,black,0
2669,2,260,7,37,51,333,winner,green,1
2670,5,20,2,5,-9,333,loser,purple,0
2671,3,140,6,55,43,333,loser,blue,1
2672,3,60,0,0,-15,332,loser,black,0
2673,0,0,5,34,47,332,loser,green,1
2674,7,80,0,3,-35,332,loser,purple,0
2675,1,0,6,34,53,332,winner,blue,1
2676,3,900,0,0,-15,331,loser,black,0
2677,1,0,6,27,50,331,winner,green,1
2678,5,240,0,0,-27,331,loser,purple,0
2679,2,80,5,27,35,331,loser,blue,1
2680,5,180,0,0,-25,330,loser,black,0
2681,0,120,5,38,51,330,winner,green,1
2682,4,100,0,5,-12,330,loser,purple,0
2683,0,100,4,28,34,330,loser,blue,1
2684,5,60,0,2,-20,329,loser,black,0
2685,0,40,7,36,51,329,winner,green,1
2686,4,0,0,0,-20,329,loser,purple,0
2687,3,20,5,33,38,329,loser,blue,1
2688,5,20,1,0,-21,328,loser,black,0
2689,2,80,6,34,42,328,loser,green,1
2690,5,20,0,0,-24,328,loser,purple,0
2691,0,360,5,34,50,328,winner,blue,1
2692,2,0,1,0,-5,327,loser,black,0
2693,1,120,6,28,51,327,winner,green,1
2694,4,140,0,2,-16,327,loser,purple,0
2695,0,140,0,6,-2,327,loser,blue,1
2696,4,300,0,0,-26,326,loser,black,0
2697,0,100,5,38,50,326,winner,green,1
2698,4,120,0,3,-17,326,loser,purple,0
2699,2,120,5,44,43,326,loser,blue,1
2700,6,560,0,2,-27,325,loser,black,0
2701,2,40,6,28,46,325,loser,green,1
2702,3,20,1,0,-12,325,loser,purple,0
2703,3,20,7,57,50,325,winner,blue,1
2704,2,320,2,7,3,324,loser,black,0
2705,4,0,9,39,52,324,winner,green,1
2706,8,0,1,15,-26,324,loser,purple,0
2707,3,20,5,32,31,324,loser,blue,1
2708,6,20,0,1,-28,323,loser,black,0
2709,0,160,5,30,52,323,winner,green,1
2710,2,0,0,0,-10,323,loser,purple,0
2711,2,60,5,20,30,323,loser,blue,1
2712,9,300,0,1,-48,322,loser,black,0
2713,0,40,3,22,35,322,loser,green,1
2714,0,180,2,3,9,322,loser,purple,0
2715,0,20,5,33,52,322,winner,blue,1
2716,4,100,1,2,-12,321,loser,black,0
2717,1,180,6,36,50,321,winner,green,1
2718,6,240,0,4,-29,321,loser,purple,0
2719,0,20,4,22,36,321,loser,blue,1
2720,6,40,1,0,-24,320,loser,black,0
2721,0,320,4,42,50,320,winner,green,1
2722,4,60,1,1,-14,320,loser,purple,0
2723,1,400,5,45,45,320,loser,blue,1
2724,6,60,0,0,-31,319,loser,black,0
2725,1,80,6,32,50,319,winner,green,1
2726,2,40,0,1,-8,319,loser,purple,0
2727,2,120,5,26,41,319,loser,blue,1
2728,4,60,0,0,-20,318,loser,black,0
2729,1,100,6,40,48,318,loser,green,1
2730,7,200,1,2,-28,318,loser,purple,0
2731,1,140,6,36,52,318,winner,blue,1
2732,7,40,0,0,-36,317,loser,black,0
2733,1,20,6,40,51,317,winner,green,1
2734,1,0,0,1,-3,317,loser,purple,0
2735,2,0,5,26,37,317,loser,blue,1
2736,2,120,0,0,-14,316,loser,black,0
2737,3,0,7,35,53,316,winner,green,1
2738,0,20,0,0,0,316,loser,purple,0
2739,5,40,3,21,-1,316,loser,blue,1
2740,5,240,0,5,-19,315,loser,black,0
2741,2,0,7,40,41,315,loser,green,1
2742,5,60,1,3,-14,315,loser,purple,0
2743,3,100,7,40,50,315,winner,blue,1
2744,2,140,1,1,-6,314,loser,black,0
2745,0,0,1,8,13,314,loser,green,1
2746,5,20,0,1,-25,314,loser,purple,0
2747,1,40,6,34,51,314,winner,blue,1
2748,3,160,1,2,-12,313,loser,black,0
2749,1,160,5,44,51,313,winner,green,1
2750,6,300,1,7,-22,313,loser,purple,0
2751,1,160,4,34,32,313,loser,blue,1
2752,2,0,0,1,-10,312,loser,black,0
2753,2,220,0,11,-6,312,loser,green,1
2754,2,0,0,1,-8,312,loser,purple,0
2755,0,0,6,33,52,312,winner,blue,1
2756,4,160,0,1,-19,311,loser,black,0
2757,0,0,3,14,26,311,loser,green,1
2758,4,0,0,1,-18,311,loser,purple,0
2759,2,0,7,32,54,311,winner,blue,1
2760,2,20,0,0,-11,310,loser,black,0
2761,0,60,4,34,51,310,winner,green,1
2762,2,60,0,0,-12,310,loser,purple,0
2763,1,80,1,14,4,310,loser,blue,1
2764,4,120,0,0,-21,309,loser,black,0
2765,1,0,6,38,51,309,winner,green,1
2766,4,20,0,1,-18,309,loser,purple,0
2767,1,40,4,15,29,309,loser,blue,1
2768,3,60,0,0,-15,308,loser,black,0
2769,1,140,5,27,39,308,loser,green,1
2770,6,20,0,1,-29,308,loser,purple,0
2771,0,80,5,36,51,308,winner,blue,1
2772,4,160,0,0,-22,307,loser,black,0
2773,2,60,7,38,50,307,winner,green,1
2774,3,40,1,1,-10,307,loser,purple,0
2775,3,80,4,27,23,307,loser,blue,1
2776,2,0,0,0,-10,306,loser,black,0
2777,1,0,6,36,53,306,winner,green,1
2778,2,60,0,0,-11,306,loser,purple,0
2779,4,180,3,10,6,306,loser,blue,1
2780,2,60,0,2,-10,305,loser,black,0
2781,4,360,3,16,8,305,loser,green,1
2782,2,80,0,0,-10,305,loser,purple,0
2783,2,100,7,48,51,305,winner,blue,1
2784,3,220,0,3,-11,304,loser,black,0
2785,2,0,7,29,52,304,winner,green,1
2786,4,40,1,6,-9,304,loser,purple,0
2787,1,160,2,28,12,304,loser,blue,1
2788,3,60,0,2,-14,303,loser,black,0
2789,2,80,4,27,22,303,loser,green,1
2790,4,140,1,3,-12,303,loser,purple,0
2791,2,0,6,44,50,303,winner,blue,1
2792,6,20,1,3,-18,302,loser,black,0
2793,3,120,8,35,50,302,winner,green,1
2794,1,0,0,0,-8,302,loser,purple,0
2795,3,80,4,25,33,302,loser,blue,1
2796,7,180,1,0,-30,301,loser,black,0
2797,2,40,7,41,50,301,winner,green,1
2798,4,20,1,3,-12,301,loser,purple,0
2799,1,0,5,40,45,301,loser,blue,1
2800,4,80,2,9,-2,300,loser,black,0
2801,1,160,5,64,51,300,winner,green,1
2802,7,300,0,4,-28,300,loser,purple,0
2803,1,400,6,34,47,300,loser,blue,1
2804,4,0,0,0,-20,299,loser,black,0
2805,3,40,6,26,28,299,loser,green,1
2806,2,40,0,0,-11,299,loser,purple,0
2807,3,0,7,35,51,299,winner,blue,1
2808,4,160,0,0,-20,298,loser,black,0
2809,1,100,6,33,50,298,winner,green,1
2810,4,100,0,0,-18,298,loser,purple,0
2811,1,60,4,35,30,298,loser,blue,1
2812,6,120,0,2,-27,297,loser,black,0
2813,0,120,5,45,51,297,winner,green,1
2814,2,0,2,2,-1,297,loser,purple,0
2815,3,200,4,28,18,297,loser,blue,1
2816,3,200,1,10,1,296,loser,black,0
2817,3,220,6,22,30,296,loser,green,1
2818,6,60,0,2,-24,296,loser,purple,0
2819,0,0,6,26,51,296,winner,blue,1
2820,3,20,0,2,-11,295,loser,black,0
2821,1,80,5,35,37,295,loser,green,1
2822,7,100,2,0,-26,295,loser,purple,0
2823,2,120,6,30,50,295,winner,blue,1
2824,3,0,1,0,-6,294,loser,black,0
2825,1,0,6,29,51,294,winner,green,1
2826,3,0,0,1,-15,294,loser,purple,0
2827,2,0,2,2,1,294,loser,blue,1
2828,4,0,0,1,-20,293,loser,black,0
2829,3,0,4,25,31,293,loser,green,1
2830,2,0,1,2,-5,293,loser,purple,0
2831,4,160,8,39,50,293,winner,blue,1
2832,5,20,0,0,-26,292,loser,black,0
2833,2,0,5,32,34,292,loser,green,1
2834,2,0,0,0,-10,292,loser,purple,0
2835,3,20,7,36,54,292,winner,blue,1
2836,3,40,0,0,-16,291,loser,black,0
2837,1,0,5,43,50,291,winner,green,1
2838,3,160,0,0,-19,291,loser,purple,0
2839,0,0,2,20,19,291,loser,blue,1
2840,5,280,0,0,-28,290,loser,black,0
2841,2,20,7,43,51,290,winner,green,1
2842,4,20,0,0,-20,290,loser,purple,0
2843,0,0,4,27,44,290,loser,blue,1
2844,8,200,0,11,-24,289,loser,black,0
2845,0,0,6,35,53,289,winner,green,1
2846,4,280,3,9,2,289,loser,purple,0
2847,2,20,5,29,31,289,loser,blue,1
2848,3,0,0,2,-13,288,loser,black,0
2849,3,0,7,43,51,288,winner,green,1
2850,6,260,1,1,-25,288,loser,purple,0
2851,0,40,4,20,37,288,loser,blue,1
2852,4,140,0,1,-18,287,loser,black,0
2853,0,20,6,33,55,287,winner,green,1
2854,5,60,0,0,-26,287,loser,purple,0
2855,2,0,5,30,35,287,loser,blue,1
2856,7,40,0,4,-34,286,loser,black,0
2857,1,60,6,23,50,286,winner,green,1
2858,1,40,1,0,-3,286,loser,purple,0
2859,1,20,3,25,35,286,loser,blue,1
2860,2,280,1,1,-11,285,loser,black,0
2861,1,20,5,39,51,285,winner,green,1
2862,7,180,0,3,-33,285,loser,purple,0
2863,2,200,6,38,43,285,loser,blue,1
2864,7,60,0,0,-37,284,loser,black,0
2865,0,0,5,30,44,284,loser,green,1
2866,3,100,0,2,-11,284,loser,purple,0
2867,0,0,5,32,50,284,winner,blue,1
2868,4,0,1,1,-15,283,loser,black,0
2869,4,80,3,29,10,283,loser,green,1
2870,1,40,0,2,-1,283,loser,purple,0
2871,1,80,6,30,51,283,winner,blue,1
2872,4,20,0,0,-20,282,loser,black,0
2873,1,160,3,17,18,282,loser,green,1
2874,4,80,0,0,-17,282,loser,purple,0
2875,0,100,6,25,53,282,winner,blue,1
2876,4,0,0,3,-13,281,loser,black,0
2877,0,0,6,28,50,281,winner,green,1
2878,5,0,1,1,-20,281,loser,purple,0
2879,1,0,3,23,22,281,loser,blue,1
2880,1,340,1,0,0,280,loser,black,0
2881,1,160,4,58,40,280,loser,green,1
2882,7,180,0,0,-38,280,loser,purple,0
2883,3,380,7,42,50,280,winner,blue,1
2884,5,100,0,0,-25,279,loser,black,0
2885,3,40,4,41,27,279,loser,green,1
2886,2,0,0,0,-10,279,loser,purple,0
2887,1,60,7,32,51,279,winner,blue,1
2888,6,320,0,0,-29,278,loser,black,0
2889,2,320,7,57,52,278,winner,green,1
2890,1,40,0,0,-5,278,loser,purple,0
2891,3,180,5,47,38,278,loser,blue,1
2892,2,160,0,0,-12,277,loser,black,0
2893,2,160,4,25,31,277,loser,green,1
2894,4,60,0,1,-19,277,loser,purple,0
2895,4,240,8,38,54,277,winner,blue,1
2896,5,760,1,1,-26,276,loser,black,0
2897,1,60,5,30,39,276,loser,green,1
2898,5,200,1,1,-15,276,loser,purple,0
2899,2,20,6,41,53,276,winner,blue,1
2900,2,0,0,0,-10,275,loser,black,0
2901,3,320,4,24,20,275,loser,green,1
2902,4,60,1,2,-12,275,loser,purple,0
2903,3,320,7,39,51,275,winner,blue,1
2904,3,240,0,0,-17,274,loser,black,0
2905,1,40,6,50,53,274,winner,green,1
2906,7,40,0,0,-35,274,loser,purple,0
2907,0,0,5,24,45,274,loser,blue,1
2908,2,40,0,0,-11,273,loser,black,0
2909,0,0,3,17,28,273,loser,green,1
2910,6,0,0,1,-31,273,loser,purple,0
2911,0,0,5,22,51,273,winner,blue,1
2912,4,100,0,2,-21,272,loser,black,0
2913,1,100,7,33,51,272,winner,green,1
2914,6,380,0,0,-32,272,loser,purple,0
2915,1,360,5,35,49,272,loser,blue,1
2916,4,180,2,1,-8,271,loser,black,0
2917,2,100,7,44,52,271,winner,green,1
2918,6,360,0,0,-32,271,loser,purple,0
2919,1,40,4,31,35,271,loser,blue,1
2920,6,60,1,1,-23,270,loser,black,0
2921,2,0,6,22,41,270,loser,green,1
2922,4,0,0,0,-20,270,loser,purple,0
2923,1,0,6,31,50,270,winner,blue,1
2924,2,40,0,4,-6,269,loser,black,0
2925,1,0,2,29,15,269,loser,green,1
2926,4,160,0,0,-24,269,loser,purple,0
2927,0,140,5,33,52,269,winner,blue,1
2928,4,40,0,0,-20,268,loser,black,0
2929,1,20,6,35,51,268,winner,green,1
2930,1,60,0,1,-4,268,loser,purple,0
2931,2,20,2,12,7,268,loser,blue,1
2932,5,40,0,1,-24,267,loser,black,0
2933,2,80,6,30,37,267,loser,green,1
2934,4,60,0,3,-19,267,loser,purple,0
2935,1,60,6,36,51,267,winner,blue,1
2936,2,60,0,0,-11,266,loser,black,0
2937,0,60,3,31,36,266,loser,green,1
2938,6,100,0,2,-34,266,loser,purple,0
2939,0,140,5,29,54,266,winner,blue,1
2940,5,20,0,0,-27,265,loser,black,0
2941,0,140,3,15,35,265,loser,green,1
2942,4,380,1,5,-15,265,loser,purple,0
2943,1,0,6,27,50,265,winner,blue,1
2944,3,0,0,1,-12,264,loser,black,0
2945,3,0,5,39,29,264,loser,green,1
2946,4,160,0,1,-18,264,loser,purple,0
2947,2,40,7,34,52,264,winner,blue,1
2948,7,140,0,2,-36,263,loser,black,0
2949,2,80,8,24,52,263,winner,green,1
2950,5,160,2,3,-10,263,loser,purple,0
2951,0,80,4,37,48,263,loser,blue,1
2952,8,60,0,1,-38,262,loser,black,0
2953,1,100,6,41,51,262,winner,green,1
2954,1,0,0,0,-6,262,loser,purple,0
2955,2,140,6,29,43,262,loser,blue,1
2956,2,140,0,0,-10,261,loser,black,0
2957,4,20,3,15,5,261,loser,green,1
2958,2,80,0,2,-10,261,loser,purple,0
2959,2,0,7,36,54,261,winner,blue,1
2960,6,540,1,1,-22,260,loser,black,0
2961,1,0,5,39,42,260,loser,green,1
2962,4,0,0,0,-20,260,loser,purple,0
2963,3,0,8,47,52,260,winner,blue,1
2964,4,60,0,0,-20,259,loser,black,0
2965,0,0,2,18,22,259,loser,green,1
2966,3,20,0,0,-19,259,loser,purple,0
2967,1,0,6,36,53,259,winner,blue,1
2968,6,320,1,10,-23,258,loser,black,0
2969,1,0,5,37,37,258,loser,green,1
2970,5,300,1,9,-10,258,loser,purple,0
2971,0,0,5,33,50,258,winner,blue,1
2972,3,20,0,0,-17,257,loser,black,0
2973,2,120,6,58,51,257,winner,green,1
2974,3,120,1,0,-11,257,loser,purple,0
2975,4,220,5,38,29,257,loser,blue,1
2976,5,80,0,1,-23,256,loser,black,0
2977,2,20,6,37,41,256,loser,green,1
2978,4,0,0,1,-20,256,loser,purple,0
2979,3,0,8,29,54,256,winner,blue,1
2980,1,20,0,1,-3,255,loser,black,0
2981,0,0,5,31,53,255,winner,green,1
2982,6,120,0,0,-28,255,loser,purple,0
2983,2,120,4,18,16,255,loser,blue,1
2984,6,120,1,0,-27,254,loser,black,0
2985,0,280,6,39,54,254,winner,green,1
2986,4,60,0,2,-16,254,loser,purple,0
2987,0,200,3,29,32,254,loser,blue,1
2988,5,240,0,4,-27,253,loser,black,0
2989,3,480,5,42,38,253,loser,green,1
2990,1,40,2,6,8,253,loser,purple,0
2991,4,440,7,50,51,253,winner,blue,1
2992,7,60,2,1,-23,252,loser,black,0
2993,3,120,5,35,32,252,loser,green,1
2994,1,0,0,0,-5,252,loser,purple,0
2995,3,60,7,41,50,252,winner,blue,1
2996,2,60,0,1,-12,251,loser,black,0
2997,1,20,4,29,35,251,loser,green,1
2998,6,220,0,0,-32,251,loser,purple,0
2999,0,40,5,45,51,251,winner,blue,1
3000,2,0,0,0,-10,250,loser,black,0
3001,1,260,3,22,32,250,loser,green,1
3002,4,60,0,0,-23,250,loser,purple,0
3003,1,220,5,42,50,250,winner,blue,1
3004,5,0,0,0,-25,249,loser,black,0
3005,2,40,5,27,35,249,loser,green,1
3006,3,20,0,2,-13,249,loser,purple,0
3007,0,0,5,38,50,249,winner,blue,1
3008,6,20,1,1,-25,248,loser,black,0
3009,1,140,6,24,49,248,loser,green,1
3010,5,40,0,1,-23,248,loser,purple,0
3011,1,0,6,37,51,248,winner,blue,1
3012,5,140,0,0,-24,247,loser,black,0
3013,2,60,5,32,27,247,loser,green,1
3014,3,300,1,3,-12,247,loser,purple,0
3015,1,180,5,45,50,247,winner,blue,1
3016,4,0,0,0,-20,246,loser,black,0
3017,1,100,6,36,51,246,winner,green,1
3018,5,260,0,0,-26,246,loser,purple,0
3019,0,0,4,30,36,246,loser,blue,1
3020,6,40,0,2,-26,245,loser,black,0
3021,2,60,6,35,41,245,loser,green,1
3022,3,160,0,1,-13,245,loser,purple,0
3023,2,0,7,43,52,245,winner,blue,1
3024,1,320,2,3,5,244,loser,black,0
3025,1,20,2,10,15,244,loser,green,1
3026,6,100,0,0,-32,244,loser,purple,0
3027,1,40,5,36,50,244,winner,blue,1
3028,1,20,0,0,-5,243,loser,black,0
3029,1,260,6,37,53,243,winner,green,1
3030,6,80,1,2,-20,243,loser,purple,0
3031,4,240,5,41,23,243,loser,blue,1
3032,7,200,0,0,-37,242,loser,black,0
3033,1,0,6,39,52,242,winner,green,1
3034,2,0,0,3,-8,242,loser,purple,0
3035,0,0,4,16,35,242,loser,blue,1
3036,9,80,1,0,-40,241,loser,black,0
3037,4,80,8,48,51,241,winner,green,1
3038,1,0,1,0,1,241,loser,purple,0
3039,2,500,6,42,41,241,loser,blue,1
3040,3,60,0,0,-15,240,loser,black,0
3041,1,140,6,45,51,240,winner,green,1
3042,5,40,0,0,-27,240,loser,purple,0
3043,1,200,5,28,41,240,loser,blue,1
3044,5,20,0,2,-22,239,loser,black,0
3045,0,0,5,21,47,239,loser,green,1
3046,6,20,1,0,-25,239,loser,purple,0
3047,1,60,7,32,50,239,winner,blue,1
3048,7,220,2,7,-20,238,loser,black,0
3049,2,80,5,32,40,238,loser,green,1
3050,4,240,1,7,-7,238,loser,purple,0
3051,1,360,6,29,51,238,winner,blue,1
3052,3,20,0,1,-14,237,loser,black,0
3053,3,60,7,29,50,237,winner,green,1
3054,3,0,0,0,-15,237,loser,purple,0
3055,1,0,3,19,21,237,loser,blue,1
3056,2,40,1,1,-4,236,loser,black,0
3057,0,60,4,34,50,236,winner,green,1
3058,5,120,0,0,-32,236,loser,purple,0
3059,1,40,3,22,26,236,loser,blue,1
3060,3,60,0,0,-15,235,loser,black,0
3061,4,200,4,24,14,235,loser,green,1
3062,2,20,0,0,-8,235,loser,purple,0
3063,3,180,8,38,54,235,winner,blue,1
3064,4,0,1,0,-14,234,loser,black,0
3065,1,80,3,13,21,234,loser,green,1
3066,4,100,0,0,-20,234,loser,purple,0
3067,1,180,6,35,51,234,winner,blue,1
3068,5,40,0,2,-23,233,loser,black,0
3069,2,160,6,34,49,233,loser,green,1
3070,4,80,1,3,-12,233,loser,purple,0
3071,3,80,8,45,53,233,winner,blue,1
3072,6,0,0,0,-30,232,loser,black,0
3073,2,180,7,36,53,232,winner,green,1
3074,3,40,0,0,-15,232,loser,purple,0
3075,1,180,5,26,43,232,loser,blue,1
3076,2,20,0,2,-7,231,loser,black,0
